make,model,year,fuel_type,engine_size,avg_consumption
Alfa Romeo,4C,2014,petrol,1.8,7.7
Alfa Romeo,4C,2015,petrol,1.8,8.4
Alfa Romeo,4C,2016,petrol,1.8,8.4
Alfa Romeo,4C,2017,petrol,1.8,8.4
Alfa Romeo,4C Coupe,2018,petrol,1.8,8.4
Alfa Romeo,4C Coupe,2019,petrol,1.8,8.4
Alfa Romeo,4C Spider,2017,petrol,1.8,8.4
Alfa Romeo,4C Spider,2018,petrol,1.8,8.4
Alfa Romeo,4C Spider,2019,petrol,1.8,8.4
Alfa Romeo,4C Spider,2020,petrol,1.8,8.4
Alfa Romeo,Giulia,2017,petrol,2.0,8.7
Alfa Romeo,Giulia,2018,petrol,2.0,8.7
Alfa Romeo,Giulia,2019,petrol,2.0,8.7
Alfa Romeo,Giulia,2020,petrol,2.0,8.7
Alfa Romeo,Giulia,2021,petrol,2.0,8.7
Alfa Romeo,Giulia,2022,petrol,2.0,8.7
Alfa Romeo,Giulia,2023,petrol,2.0,8.7
Alfa Romeo,Giulia,2024,petrol,2.0,8.7
Alfa Romeo,Giulia,2025,petrol,2.0,8.7
Alfa Romeo,Giulia,2026,petrol,2.0,8.7
Alfa Romeo,Giulia AWD,2017,petrol,2.0,9.2
Alfa Romeo,Giulia AWD,2018,petrol,2.0,9.2
Alfa Romeo,Giulia AWD,2019,petrol,2.0,9.2
Alfa Romeo,Giulia AWD,2020,petrol,2.0,9.2
Alfa Romeo,Giulia AWD,2021,petrol,2.0,9.2
Alfa Romeo,Giulia AWD,2022,petrol,2.0,9.2
Alfa Romeo,Giulia AWD,2023,petrol,2.0,9.2
Alfa Romeo,Giulia AWD,2024,petrol,2.0,9.2
Alfa Romeo,Giulia AWD,2025,petrol,2.0,9.2
Alfa Romeo,Giulia AWD,2026,petrol,2.0,9.2
Alfa Romeo,Giulia Quadrifoglio,2017,petrol,2.9,11.9
Alfa Romeo,Giulia Quadrifoglio,2018,petrol,2.9,11.9
Alfa Romeo,Giulia Quadrifoglio,2019,petrol,2.9,11.9
Alfa Romeo,Giulia Quadrifoglio,2020,petrol,2.9,11.6
Alfa Romeo,Giulia Quadrifoglio,2021,petrol,2.9,11.6
Alfa Romeo,Giulia Quadrifoglio,2022,petrol,2.9,11.6
Alfa Romeo,Giulia Quadrifoglio,2023,petrol,2.9,11.6
Alfa Romeo,Giulia Quadrifoglio,2024,petrol,2.9,11.6
Alfa Romeo,Stelvio,2019,petrol,2.0,9.3
Alfa Romeo,Stelvio,2020,petrol,2.0,9.3
Alfa Romeo,Stelvio,2021,petrol,2.0,9.3
Alfa Romeo,Stelvio,2022,petrol,2.0,9.3
Alfa Romeo,Stelvio,2023,petrol,2.0,9.3
Alfa Romeo,Stelvio,2024,petrol,2.0,9.3
Alfa Romeo,Stelvio AWD,2018,petrol,2.0,9.6
Alfa Romeo,Stelvio AWD,2019,petrol,2.0,9.6
Alfa Romeo,Stelvio AWD,2020,petrol,2.0,9.6
Alfa Romeo,Stelvio AWD,2021,petrol,2.0,9.6
Alfa Romeo,Stelvio AWD,2022,petrol,2.0,9.6
Alfa Romeo,Stelvio AWD,2023,petrol,2.0,9.6
Alfa Romeo,Stelvio AWD,2024,petrol,2.0,9.6
Alfa Romeo,Stelvio AWD,2025,petrol,2.0,9.6
Alfa Romeo,Stelvio AWD,2026,petrol,2.0,9.6
Alfa Romeo,Stelvio AWD Quadrifoglio,2019,petrol,2.9,12.4
Alfa Romeo,Stelvio AWD Quadrifoglio,2020,petrol,2.9,12.3
Alfa Romeo,Stelvio AWD Quadrifoglio,2021,petrol,2.9,12.3
Alfa Romeo,Stelvio AWD Quadrifoglio,2022,petrol,2.9,12.3
Alfa Romeo,Stelvio AWD Quadrifoglio,2023,petrol,2.9,12.3
Alfa Romeo,Stelvio AWD Quadrifoglio,2024,petrol,2.9,12.3
Alfa Romeo,Stelvio Quadrifoglio,2018,petrol,2.9,12.4
Alfa Romeo,Tonale AWD,2023,petrol,2.0,9.8
Alfa Romeo,Tonale AWD,2024,petrol,2.0,9.8
Alfa Romeo,Tonale AWD,2025,petrol,2.0,9.9
Alfa Romeo,Tonale AWD,2026,petrol,2.0,10.0
Alfa Romeo,Tonale PHEV,2024,hybrid,1.3,8.1
Alfa Romeo,Tonale PHEV,2025,hybrid,1.3,8.1
Aston Martin,DB11 AMR,2019,petrol,5.2,13.3
Aston Martin,DB11 AMR,2020,petrol,5.2,13.3
Aston Martin,DB11 AMR,2021,petrol,5.2,13.3
Aston Martin,DB11 V12,2017,petrol,5.2,13.7
Aston Martin,DB11 V12,2018,petrol,5.2,13.7
Aston Martin,DB11 V12,2022,petrol,5.2,13.8
Aston Martin,DB11 V12,2023,petrol,5.2,13.8
Aston Martin,DB11 V8,2018,petrol,4.0,11.5
Aston Martin,DB11 V8,2019,petrol,4.0,11.5
Aston Martin,DB11 V8,2020,petrol,4.0,11.5
Aston Martin,DB11 V8,2021,petrol,4.0,11.5
Aston Martin,DB11 V8,2022,petrol,4.0,11.5
Aston Martin,DB11 V8,2023,petrol,4.0,11.5
Aston Martin,DB12,2024,petrol,4.0,13.5
Aston Martin,DB12,2025,petrol,4.0,13.5
Aston Martin,DB12,2026,petrol,4.0,13.5
Aston Martin,DB12 S,2026,petrol,4.0,13.9
Aston Martin,DB9,2009,petrol,5.9,14.95
Aston Martin,DB9,2010,petrol,5.9,14.6
Aston Martin,DB9,2011,petrol,5.9,14.6
Aston Martin,DB9,2012,petrol,5.9,14.6
Aston Martin,DB9,2013,petrol,5.9,13.7
Aston Martin,DB9,2014,petrol,5.9,13.7
Aston Martin,DB9,2015,petrol,5.9,15.6
Aston Martin,DB9 Coupe,2007,petrol,5.9,16.3
Aston Martin,DB9 Coupe,2008,petrol,5.9,16.3
Aston Martin,DB9 GT,2016,petrol,5.9,15.6
Aston Martin,DB9 Volante,2007,petrol,5.9,16.35
Aston Martin,DB9 Volante,2008,petrol,5.9,16.35
Aston Martin,DBS,2010,petrol,5.9,15.4
Aston Martin,DBS,2011,petrol,5.9,15.4
Aston Martin,DBS,2012,petrol,5.9,15.4
Aston Martin,DBS #,2009,petrol,5.9,15.45
Aston Martin,DBS Superleggera,2019,petrol,5.2,13.8
Aston Martin,DBS Superleggera,2020,petrol,5.2,13.8
Aston Martin,DBS Superleggera,2021,petrol,5.2,13.8
Aston Martin,DBS V12,2022,petrol,5.2,13.8
Aston Martin,DBS V12,2023,petrol,5.2,13.8
Aston Martin,DBS V12,2024,petrol,5.2,13.8
Aston Martin,DBX S,2026,petrol,4.0,14.5
Aston Martin,DBX V8,2021,petrol,4.0,15.2
Aston Martin,DBX V8,2022,petrol,4.0,14.6
Aston Martin,DBX V8,2023,petrol,4.0,14.6
Aston Martin,DBX V8,2024,petrol,4.0,14.6
Aston Martin,DBX707,2023,petrol,4.0,14.0
Aston Martin,DBX707,2024,petrol,4.0,14.0
Aston Martin,DBX707,2025,petrol,4.0,14.0
Aston Martin,DBX707,2026,petrol,4.0,14.0
Aston Martin,Rapide,2011,petrol,5.9,13.9
Aston Martin,Rapide,2012,petrol,5.9,13.9
Aston Martin,Rapide,2014,petrol,5.9,13.7
Aston Martin,Rapide AMR,2019,petrol,6.0,14.1
Aston Martin,Rapide S,2015,petrol,6.0,14.2
Aston Martin,Rapide S,2016,petrol,6.0,14.2
Aston Martin,Rapide S,2017,petrol,6.0,14.1
Aston Martin,Rapide S,2018,petrol,6.0,14.1
Aston Martin,V12 Vantage,2011,petrol,5.9,15.9
Aston Martin,V12 Vantage,2012,petrol,5.9,15.9
Aston Martin,V12 Vantage,2023,petrol,5.2,14.3
Aston Martin,V12 Vantage S,2015,petrol,6.0,16.5
Aston Martin,V12 Vantage S,2016,petrol,6.0,16.5
Aston Martin,V12 Vantage S,2017,petrol,6.0,17.8
Aston Martin,V8 Vantage,2007,petrol,4.3,13.85
Aston Martin,V8 Vantage,2008,petrol,4.3,13.85
Aston Martin,V8 Vantage,2009,petrol,4.7,14.05
Aston Martin,V8 Vantage,2010,petrol,4.7,13.65
Aston Martin,V8 Vantage,2011,petrol,4.7,13.25
Aston Martin,V8 Vantage,2012,petrol,4.7,13.25
Aston Martin,V8 Vantage,2013,petrol,4.7,13.3
Aston Martin,V8 Vantage,2014,petrol,4.7,13.3
Aston Martin,V8 Vantage,2015,petrol,4.7,15.1
Aston Martin,V8 Vantage,2016,petrol,4.7,15.1
Aston Martin,V8 Vantage S,2011,petrol,4.7,12.9
Aston Martin,V8 Vantage S,2012,petrol,4.7,12.9
Aston Martin,V8 Vantage S,2013,petrol,4.7,13.3
Aston Martin,V8 Vantage S,2014,petrol,4.7,13.3
Aston Martin,V8 Vantage S,2015,petrol,4.7,15.1
Aston Martin,V8 Vantage S,2016,petrol,4.7,15.1
Aston Martin,Valhalla,2026,hybrid,4.0,15.0
Aston Martin,Valour,2024,petrol,5.2,16.3
Aston Martin,Vanquish,2014,petrol,5.9,13.7
Aston Martin,Vanquish,2015,petrol,6.0,14.8
Aston Martin,Vanquish,2016,petrol,6.0,14.8
Aston Martin,Vanquish,2017,petrol,6.0,14.7
Aston Martin,Vanquish,2018,petrol,6.0,14.7
Aston Martin,Vanquish,2025,petrol,5.2,14.8
Aston Martin,Vanquish Coupe,2026,petrol,5.2,14.8
Aston Martin,Vanquish Volante,2026,petrol,5.2,15.0
Aston Martin,Vanquish Zagato,2019,petrol,6.0,14.7
Aston Martin,Vantage,2025,petrol,4.0,13.1
Aston Martin,Vantage,2026,petrol,4.0,13.1
Aston Martin,Vantage GT,2015,petrol,4.7,15.1
Aston Martin,Vantage GT,2016,petrol,4.7,15.1
Aston Martin,Vantage V8,2019,petrol,4.0,11.2
Aston Martin,Vantage V8,2020,petrol,4.0,12.85
Aston Martin,Vantage V8,2021,petrol,4.0,12.85
Aston Martin,Vantage V8,2022,petrol,4.0,11.5
Aston Martin,Vantage V8,2023,petrol,4.0,11.5
Aston Martin,Virage,2012,petrol,5.9,14.2
Audi,A3,2006,petrol,2.0,8.45
Audi,A3,2007,petrol,2.0,8.4
Audi,A3,2008,petrol,2.0,8.4
Audi,A3,2009,petrol,2.0,8.5
Audi,A3,2010,petrol,2.0,8.5
Audi,A3,2011,petrol,2.0,8.5
Audi,A3,2012,petrol,2.0,8.5
Audi,A3,2013,petrol,2.0,8.5
Audi,A3,2015,petrol,1.8,8.7
Audi,A3,2016,petrol,1.8,8.7
Audi,A3,2017,petrol,2.0,8.0
Audi,A3,2018,petrol,2.0,8.0
Audi,A3,2019,petrol,2.0,8.1
Audi,A3,2020,petrol,2.0,7.8
Audi,A3 40 TFSI quattro,2023,petrol,2.0,7.9
Audi,A3 40 TFSI quattro,2024,petrol,2.0,8.1
Audi,A3 40 TFSI quattro,2025,petrol,2.0,8.5
Audi,A3 40 TFSI quattro,2026,petrol,2.0,8.5
Audi,A3 Cabriolet quattro,2015,petrol,2.0,8.9
Audi,A3 Cabriolet quattro,2016,petrol,2.0,8.9
Audi,A3 Cabriolet quattro,2017,petrol,2.0,9.5
Audi,A3 Cabriolet quattro,2018,petrol,2.0,9.5
Audi,A3 Cabriolet quattro,2019,petrol,2.0,9.5
Audi,A3 Cabriolet quattro,2020,petrol,2.0,9.5
Audi,A3 Sedan 40 TFSI quattro,2022,petrol,2.0,7.6
Audi,A3 TDI (modified),2015,diesel,2.0,6.5
Audi,A3 e-tron,2016,hybrid,1.4,6.8
Audi,A3 e-tron,2017,hybrid,1.4,6.9
Audi,A3 e-tron,2018,hybrid,1.4,6.5
Audi,A3 e-tron ultra,2016,hybrid,1.4,6.1
Audi,A3 quattro,2007,petrol,3.2,9.8
Audi,A3 quattro,2008,petrol,3.2,9.8
Audi,A3 quattro,2009,petrol,2.0,8.6
Audi,A3 quattro,2009,petrol,3.2,9.8
Audi,A3 quattro,2010,petrol,2.0,8.6
Audi,A3 quattro,2011,petrol,2.0,8.6
Audi,A3 quattro,2012,petrol,2.0,8.6
Audi,A3 quattro,2013,petrol,2.0,8.6
Audi,A3 quattro,2015,petrol,2.0,8.6
Audi,A3 quattro,2016,petrol,2.0,8.6
Audi,A3 quattro,2017,petrol,2.0,8.7
Audi,A3 quattro,2018,petrol,2.0,8.7
Audi,A3 quattro,2019,petrol,2.0,9.6
Audi,A3 quattro,2020,petrol,2.0,9.5
Audi,A4,2005,petrol,1.8,9.0
Audi,A4,2006,petrol,2.0,8.4
Audi,A4,2007,petrol,2.0,8.45
Audi,A4,2008,petrol,2.0,8.45
Audi,A4,2010,petrol,2.0,7.8
Audi,A4,2011,petrol,2.0,7.8
Audi,A4,2012,petrol,2.0,7.8
Audi,A4,2013,petrol,2.0,7.5
Audi,A4,2014,petrol,2.0,7.5
Audi,A4,2015,petrol,2.0,8.9
Audi,A4,2016,petrol,2.0,8.9
Audi,A4,2018,petrol,2.0,7.6
Audi,A4,2019,petrol,2.0,7.8
Audi,A4 45 TFSI quattro,2024,petrol,2.0,8.8
Audi,A4 45 TFSI quattro,2025,petrol,2.0,8.8
Audi,A4 Avant,2005,petrol,1.8,8.9
Audi,A4 Avant,2011,petrol,2.0,8.7
Audi,A4 Avant,2012,petrol,2.0,8.7
Audi,A4 Avant quattro,2005,petrol,1.8,9.55
Audi,A4 Avant quattro,2005,petrol,3.0,10.8
Audi,A4 Avant quattro,2005,petrol,3.1,10.6
Audi,A4 Avant quattro,2006,petrol,2.0,9.1
Audi,A4 Avant quattro,2006,petrol,3.1,10.4
Audi,A4 Avant quattro,2007,petrol,2.0,9.1
Audi,A4 Avant quattro,2007,petrol,3.1,10.7
Audi,A4 Avant quattro,2008,petrol,2.0,9.1
Audi,A4 Avant quattro,2008,petrol,3.1,10.7
Audi,A4 Avant quattro,2009,petrol,2.0,8.9
Audi,A4 Avant quattro,2010,petrol,2.0,8.9
Audi,A4 Cabriolet,2005,petrol,1.8,8.9
Audi,A4 Cabriolet,2005,petrol,3.0,9.6
Audi,A4 Cabriolet,2007,petrol,2.0,8.4
Audi,A4 Cabriolet,2007,petrol,3.1,10.5
Audi,A4 Cabriolet,2008,petrol,2.0,8.4
Audi,A4 Cabriolet,2009,petrol,2.0,7.8
Audi,A4 Cabriolet quattro,2005,petrol,3.0,10.8
Audi,A4 Cabriolet quattro,2006,petrol,3.0,11.1
Audi,A4 Cabriolet quattro,2008,petrol,2.0,9.2
Audi,A4 Cabriolet quattro,2008,petrol,3.1,10.5
Audi,A4 Cabriolet quattro,2009,petrol,2.0,8.9
Audi,A4 Cabriolet quattro,2009,petrol,3.1,10.3
Audi,A4 Sedan 40 TFSI quattro,2021,petrol,2.0,8.3
Audi,A4 Sedan 40 TFSI quattro,2022,petrol,2.0,8.2
Audi,A4 Sedan 45 TFSI quattro,2021,petrol,2.0,8.8
Audi,A4 Sedan 45 TFSI quattro,2022,petrol,2.0,8.8
Audi,A4 Sedan 45 TFSI quattro,2023,petrol,2.0,8.7
Audi,A4 Ultra,2017,petrol,2.0,7.6
Audi,A4 allroad 45 TFSI quattro,2021,petrol,2.0,8.9
Audi,A4 allroad 45 TFSI quattro,2022,petrol,2.0,8.9
Audi,A4 allroad 45 TFSI quattro,2023,petrol,2.0,9.1
Audi,A4 allroad 45 TFSI quattro,2024,petrol,2.0,9.2
Audi,A4 allroad 45 TFSI quattro,2025,petrol,2.0,9.2
Audi,A4 allroad quattro,2015,petrol,2.0,9.9
Audi,A4 allroad quattro,2016,petrol,2.0,9.9
Audi,A4 allroad quattro,2017,petrol,2.0,9.3
Audi,A4 allroad quattro,2018,petrol,2.0,9.3
Audi,A4 allroad quattro,2019,petrol,2.0,9.5
Audi,A4 allroad quattro,2020,petrol,2.0,8.8
Audi,A4 quattro,2005,petrol,1.8,9.6
Audi,A4 quattro,2005,petrol,3.0,10.8
Audi,A4 quattro,2005,petrol,3.1,10.6
Audi,A4 quattro,2006,petrol,2.0,9.1
Audi,A4 quattro,2006,petrol,3.1,10.4
Audi,A4 quattro,2007,petrol,2.0,9.1
Audi,A4 quattro,2007,petrol,3.1,10.7
Audi,A4 quattro,2008,petrol,2.0,9.1
Audi,A4 quattro,2008,petrol,3.1,10.7
Audi,A4 quattro,2009,petrol,2.0,8.9
Audi,A4 quattro,2009,petrol,3.2,10.1
Audi,A4 quattro,2010,petrol,2.0,8.5
Audi,A4 quattro,2011,petrol,2.0,8.4
Audi,A4 quattro,2012,petrol,2.0,8.4
Audi,A4 quattro,2013,petrol,2.0,8.35
Audi,A4 quattro,2014,petrol,2.0,8.3
Audi,A4 quattro,2015,petrol,2.0,9.35
Audi,A4 quattro,2016,petrol,2.0,9.35
Audi,A4 quattro,2017,petrol,2.0,8.7
Audi,A4 quattro,2018,petrol,2.0,8.7
Audi,A4 quattro,2019,petrol,2.0,8.7
Audi,A4 quattro,2020,petrol,2.0,8.8
Audi,A5 Cabriolet,2011,petrol,2.0,8.7
Audi,A5 Cabriolet,2012,petrol,2.0,8.7
Audi,A5 Cabriolet 45 TFSI quattro,2021,petrol,2.0,9.1
Audi,A5 Cabriolet 45 TFSI quattro,2022,petrol,2.0,9.1
Audi,A5 Cabriolet 45 TFSI quattro,2023,petrol,2.0,8.9
Audi,A5 Cabriolet 45 TFSI quattro,2024,petrol,2.0,8.6
Audi,A5 Cabriolet quattro,2010,petrol,2.0,8.9
Audi,A5 Cabriolet quattro,2013,petrol,2.0,8.6
Audi,A5 Cabriolet quattro,2014,petrol,2.0,8.6
Audi,A5 Cabriolet quattro,2015,petrol,2.0,9.8
Audi,A5 Cabriolet quattro,2016,petrol,2.0,9.8
Audi,A5 Cabriolet quattro,2017,petrol,2.0,9.9
Audi,A5 Cabriolet quattro,2018,petrol,2.0,8.7
Audi,A5 Cabriolet quattro,2019,petrol,2.0,8.7
Audi,A5 Cabriolet quattro,2020,petrol,2.0,8.8
Audi,A5 Coup  45 TFSI quattro,2023,petrol,2.0,8.7
Audi,A5 Coup  45 TFSI quattro,2024,petrol,2.0,8.8
Audi,A5 Coupe,2010,petrol,2.0,8.5
Audi,A5 Coupe,2010,petrol,3.2,9.8
Audi,A5 Coupe,2011,petrol,2.0,8.4
Audi,A5 Coupe,2012,petrol,2.0,8.4
Audi,A5 Coupe 45 TFSI quattro,2021,petrol,2.0,8.8
Audi,A5 Coupe 45 TFSI quattro,2022,petrol,2.0,8.8
Audi,A5 Coupé 45 TFSI quattro,2025,petrol,2.0,8.8
Audi,A5 Sedan quattro,2025,petrol,2.0,9.2
Audi,A5 Sportback 45 TFSI quattro,2021,petrol,2.0,8.8
Audi,A5 Sportback 45 TFSI quattro,2022,petrol,2.0,8.8
Audi,A5 Sportback 45 TFSI quattro,2023,petrol,2.0,8.7
Audi,A5 Sportback 45 TFSI quattro,2024,petrol,2.0,8.8
Audi,A5 Sportback 45 TFSI quattro,2025,petrol,2.0,8.8
Audi,A5 Sportback quattro,2018,petrol,2.0,8.7
Audi,A5 Sportback quattro,2019,petrol,2.0,8.7
Audi,A5 Sportback quattro,2020,petrol,2.0,8.8
Audi,A5 TFSI quattro,2026,petrol,2.0,9.1
Audi,A5 quattro,2008,petrol,3.2,10.0
Audi,A5 quattro,2009,petrol,3.2,10.3
Audi,A5 quattro,2013,petrol,2.0,8.35
Audi,A5 quattro,2014,petrol,2.0,8.3
Audi,A5 quattro,2015,petrol,2.0,9.35
Audi,A5 quattro,2016,petrol,2.0,9.35
Audi,A5 quattro,2017,petrol,2.0,9.35
Audi,A5 quattro,2018,petrol,2.0,8.7
Audi,A5 quattro,2019,petrol,2.0,8.7
Audi,A5 quattro,2020,petrol,2.0,8.8
Audi,A6,2010,petrol,3.2,9.5
Audi,A6,2011,petrol,3.0,10.2
Audi,A6,2011,petrol,4.2,11.0
Audi,A6,2012,petrol,3.0,9.5
Audi,A6 45 TFSI quattro,2023,petrol,2.0,8.9
Audi,A6 45 TFSI quattro,2024,petrol,2.0,9.0
Audi,A6 45 TFSI quattro,2025,petrol,2.0,8.9
Audi,A6 55 TFSI quattro,2023,petrol,3.0,9.6
Audi,A6 55 TFSI quattro,2024,petrol,3.0,9.6
Audi,A6 55 TFSI quattro,2025,petrol,3.0,9.6
Audi,A6 55 TFSI quattro,2026,petrol,3.0,10.2
Audi,A6 60 e-tron,2025,electric,,19.7
Audi,A6 60 e-tron ultra,2025,electric,,17.4
Audi,A6 Avant,2011,petrol,3.0,10.2
Audi,A6 Avant quattro,2005,petrol,3.1,11.3
Audi,A6 Avant quattro,2006,petrol,3.1,10.8
Audi,A6 Avant quattro,2007,petrol,3.1,10.5
Audi,A6 Avant quattro,2008,petrol,3.1,10.5
Audi,A6 Avant quattro,2010,petrol,3.0,10.2
Audi,A6 Sedan 45 TFSI quattro,2021,petrol,2.0,9.2
Audi,A6 Sedan 45 TFSI quattro,2022,petrol,2.0,8.9
Audi,A6 Sedan 55 TFSI quattro,2021,petrol,3.0,9.7
Audi,A6 Sedan 55 TFSI quattro,2022,petrol,3.0,9.6
Audi,A6 allroad,2020,petrol,3.0,10.6
Audi,A6 allroad 55 TFSI quattro,2021,petrol,3.0,10.6
Audi,A6 allroad 55 TFSI quattro,2022,petrol,3.0,10.0
Audi,A6 allroad 55 TFSI quattro,2023,petrol,3.0,9.6
Audi,A6 allroad 55 TFSI quattro,2024,petrol,3.0,9.6
Audi,A6 allroad 55 TFSI quattro,2025,petrol,3.0,9.6
Audi,A6 allroad 55 TFSI quattro,2026,petrol,3.0,10.0
Audi,A6 quattro,2005,petrol,3.1,10.6
Audi,A6 quattro,2005,petrol,4.2,11.7
Audi,A6 quattro,2006,petrol,3.1,10.4
Audi,A6 quattro,2006,petrol,4.2,11.7
Audi,A6 quattro,2007,petrol,3.1,10.3
Audi,A6 quattro,2007,petrol,4.2,11.2
Audi,A6 quattro,2008,petrol,3.1,10.3
Audi,A6 quattro,2008,petrol,4.2,11.2
Audi,A6 quattro,2009,petrol,4.2,11.2
Audi,A6 quattro,2010,petrol,3.0,10.2
Audi,A6 quattro,2010,petrol,4.2,11.1
Audi,A6 quattro,2013,petrol,2.0,8.9
Audi,A6 quattro,2013,petrol,3.0,9.5
Audi,A6 quattro,2014,petrol,2.0,8.9
Audi,A6 quattro,2014,petrol,3.0,9.5
Audi,A6 quattro,2015,petrol,2.0,10.3
Audi,A6 quattro,2015,petrol,3.0,10.9
Audi,A6 quattro,2016,petrol,2.0,9.2
Audi,A6 quattro,2016,petrol,3.0,9.9
Audi,A6 quattro,2017,petrol,2.0,9.4
Audi,A6 quattro,2017,petrol,3.0,10.0
Audi,A6 quattro,2018,petrol,2.0,9.2
Audi,A6 quattro,2018,petrol,3.0,10.0
Audi,A6 quattro,2019,petrol,3.0,9.6
Audi,A6 quattro,2020,petrol,2.0,8.7
Audi,A6 quattro,2020,petrol,3.0,9.7
Audi,A6 quattro TDI (modified),2015,diesel,3.0,8.1
Audi,A6 quattro TDI (modified),2016,diesel,3.0,7.8
Audi,A7,2012,petrol,3.0,9.6
Audi,A7 Sportback,2025,petrol,3.0,9.6
Audi,A7 Sportback 55 TFSI e quattro,2021,hybrid,2.0,8.1
Audi,A7 Sportback 55 TFSI e quattro,2022,hybrid,2.0,8.6
Audi,A7 Sportback 55 TFSI quattro,2021,petrol,3.0,9.7
Audi,A7 Sportback 55 TFSI quattro,2022,petrol,3.0,9.6
Audi,A7 Sportback 55 TFSI quattro,2023,petrol,3.0,9.6
Audi,A7 Sportback 55 TFSI quattro,2024,petrol,3.0,9.6
Audi,A7 quattro,2013,petrol,3.0,9.5
Audi,A7 quattro,2015,petrol,3.0,11.0
Audi,A7 quattro,2016,petrol,3.0,9.9
Audi,A7 quattro,2017,petrol,3.0,10.0
Audi,A7 quattro,2018,petrol,3.0,10.0
Audi,A7 quattro,2019,petrol,3.0,9.6
Audi,A7 quattro,2020,petrol,3.0,9.7
Audi,A7 quattro TDI (modified),2015,diesel,3.0,8.1
Audi,A7 quattro TDI (modified),2016,diesel,3.0,7.8
Audi,A8,2005,petrol,4.2,11.4
Audi,A8,2006,petrol,4.2,11.4
Audi,A8,2007,petrol,4.2,11.2
Audi,A8,2008,petrol,4.2,11.2
Audi,A8,2009,petrol,4.2,11.2
Audi,A8,2010,petrol,4.2,11.1
Audi,A8,2011,petrol,4.2,10.4
Audi,A8,2012,petrol,4.2,10.2
Audi,A8,2013,petrol,3.0,9.8
Audi,A8,2014,petrol,3.0,9.7
Audi,A8,2015,petrol,3.0,10.5
Audi,A8,2015,petrol,4.0,10.7
Audi,A8,2017,petrol,3.0,10.5
Audi,A8,2017,petrol,4.0,10.7
Audi,A8,2018,petrol,3.0,10.5
Audi,A8,2018,petrol,4.0,12.4
Audi,A8 L,2007,petrol,4.2,11.2
Audi,A8 L,2007,petrol,6.0,13.7
Audi,A8 L,2010,petrol,4.2,11.1
Audi,A8 L 55 TFSI quattro,2024,petrol,3.0,10.6
Audi,A8 L Sedan 55 TFSI quattro,2021,petrol,3.0,11.5
Audi,A8 L Sedan 55 TFSI quattro,2022,petrol,3.0,10.6
Audi,A8 L Sedan 55 TFSI quattro,2023,petrol,3.0,10.6
Audi,A8 L Sedan 60 TFSI e quattro,2021,hybrid,3.0,10.3
Audi,A8 L Sedan 60 TFSI quattro,2021,petrol,4.0,13.2
Audi,A8 TDI (modified),2015,diesel,3.0,8.4
Audi,A8 quattro,2016,petrol,3.0,10.5
Audi,A8 quattro,2016,petrol,4.0,10.7
Audi,A8 quattro,2025,petrol,3.0,10.9
Audi,A8 quattro TDI (modified),2016,diesel,3.0,8.4
Audi,A8L,2005,petrol,4.2,11.4
Audi,A8L,2005,petrol,6.0,13.6
Audi,A8L,2006,petrol,4.2,11.4
Audi,A8L,2006,petrol,6.0,13.6
Audi,A8L,2008,petrol,4.2,11.2
Audi,A8L,2008,petrol,6.0,13.7
Audi,A8L,2009,petrol,4.2,11.2
Audi,A8L,2009,petrol,6.0,13.7
Audi,A8L,2011,petrol,4.2,10.4
Audi,A8L,2012,petrol,4.2,10.2
Audi,A8L,2012,petrol,6.3,13.0
Audi,A8L,2013,petrol,3.0,10.2
Audi,A8L,2013,petrol,4.0,10.9
Audi,A8L,2014,petrol,3.0,9.7
Audi,A8L,2014,petrol,4.0,10.9
Audi,A8L,2015,petrol,3.0,10.5
Audi,A8L,2015,petrol,4.0,11.0
Audi,A8L,2015,petrol,6.3,14.6
Audi,A8L,2017,petrol,4.0,10.9
Audi,A8L,2018,petrol,4.0,12.4
Audi,A8L,2019,petrol,3.0,10.8
Audi,A8L,2020,petrol,3.0,11.5
Audi,A8L,2020,petrol,4.0,13.2
Audi,A8L TDI (modified),2015,diesel,3.0,8.4
Audi,A8L quattro,2016,petrol,4.0,10.9
Audi,A8L quattro,2016,petrol,6.3,14.6
Audi,All-new Q5 Sportback TFSI quattro,2025,petrol,2.0,9.9
Audi,All-new Q5 TFSI quattro,2025,petrol,2.0,9.9
Audi,All-new SQ5 Sportback quattro,2025,petrol,3.0,10.7
Audi,All-new SQ5 quattro,2025,petrol,3.0,10.7
Audi,Q3,2015,petrol,2.0,10.3
Audi,Q3,2016,petrol,2.0,10.3
Audi,Q3,2017,petrol,2.0,10.3
Audi,Q3,2018,petrol,2.0,10.1
Audi,Q3 40 TFSI quattro,2021,petrol,2.0,9.3
Audi,Q3 40 TFSI quattro,2022,petrol,2.0,9.2
Audi,Q3 40 TFSI quattro,2023,petrol,2.0,9.6
Audi,Q3 40 TFSI quattro,2024,petrol,2.0,9.5
Audi,Q3 40 TFSI quattro,2025,petrol,2.0,9.5
Audi,Q3 45 TFSI quattro,2021,petrol,2.0,10.2
Audi,Q3 45 TFSI quattro,2022,petrol,2.0,10.0
Audi,Q3 45 TFSI quattro,2023,petrol,2.0,10.0
Audi,Q3 45 TFSI quattro,2024,petrol,2.0,10.2
Audi,Q3 45 TFSI quattro,2025,petrol,2.0,10.2
